row_id+o6g3a1:r6,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub-category,product_name,sales,quantity,profit,returns,payment_mode,ind1,ind2,delivery_days
8362,CA-2020-147207,2020-02-01,2020-04-01,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,Central,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,75.432,2,-13.58,,Online,,,60
1342,CA-2020-113481,2020-02-01,2020-04-01,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",103.66,5,-12.528,,Cards,,,60
8361,CA-2020-147207,2020-02-01,2020-04-01,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,119.744,2,3.968,,Cards,,,60
1343,CA-2020-113481,2020-02-01,2020-04-01,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,140.854,6,-21.1596,,COD,,,60
9686,CA-2020-118668,2020-02-01,2020-04-01,Second Class,FW-14395,Fred Wasserman,Corporate,United States,Los Angeles,California,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,115.59,1,5.8065,,Cards,,,60
9491,CA-2020-111738,2020-03-01,2020-07-01,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,San Francisco,California,West,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,2057.272,8,682.5168,,Cards,,,122
9492,CA-2020-111738,2020-03-01,2020-07-01,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,San Francisco,California,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,125.12,3,3.1008,,Online,,,122
5258,US-2020-114034,2020-03-01,2020-08-01,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Rancho Cucamonga,California,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,136.88,6,18.6624,,Cards,,,153
7373,US-2020-123862,2020-07-01,2020-09-01,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,101.02,3,0.6102,,Cards,,,62
7374,US-2020-123862,2020-07-01,2020-09-01,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,156.11,7,31.9319,,Cards,,,62
7372,US-2020-123862,2020-07-01,2020-09-01,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,186.78,11,44.5962,,Cards,,,62
978,CA-2020-159366,2020-07-01,2020-10-01,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3096.982,2,679.996,,Online,,,92
7375,US-2020-123862,2020-07-01,2020-09-01,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,107.89,1,3.5505,,Online,,,62
2290,CA-2020-115154,2020-08-01,2020-11-01,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,930.98,2,80.3682,,Cards,,,92
131,US-2020-164147,2020-02-02,2020-05-02,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,100.97,5,-11.994,,Cards,,,90
5145,CA-2020-161333,2020-02-02,2020-07-02,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",107.26,2,29.3284,,COD,,,151
8747,CA-2020-128076,2020-02-02,2020-07-02,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,West,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,242.58,2,12.6348,,COD,,,151
8749,CA-2020-128076,2020-02-02,2020-07-02,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,West,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",253.984,2,38.9974,,Online,,,151
8748,CA-2020-128076,2020-02-02,2020-07-02,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,257.96,2,10.062,,Online,,,151
5147,CA-2020-161333,2020-02-02,2020-07-02,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,291.8,4,16.38,,COD,,,151
132,US-2020-164147,2020-02-02,2020-05-02,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,2109.304,2,29.364,,Online,,,90
5146,CA-2020-161333,2020-02-02,2020-07-02,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",2178.04,4,38.9312,,Cards,,,151
133,US-2020-164147,2020-02-02,2020-05-02,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,110.456,9,6.9732,,Cards,,,90
4756,CA-2020-126354,2020-03-02,2020-08-02,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,134.296,3,40.3536,,COD,,,153
7448,CA-2020-127474,2020-03-02,2020-07-02,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,443.4,5,146.79,,Online,,,122
1321,CA-2020-167703,2020-03-02,2020-08-02,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,936.229,3,-4.1832,,COD,,,153
7447,CA-2020-127474,2020-03-02,2020-07-02,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,1248.2,1,-26.085,,COD,,,122
1322,CA-2020-167703,2020-03-02,2020-08-02,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",2298.552,2,35.694,,Cards,,,153
4755,CA-2020-126354,2020-03-02,2020-08-02,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,118.882,2,-2.588,,Cards,,,153
7445,CA-2020-127474,2020-03-02,2020-07-02,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,119.184,1,1.8144,,Online,,,122
7446,CA-2020-127474,2020-03-02,2020-07-02,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,159.584,2,23.7742,,COD,,,122
7065,CA-2020-169474,2020-04-02,2020-09-02,Standard Class,JF-15355,Jay Fein,Consumer,United States,Rochester,New York,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,138.67,3,8.4942,,COD,,,153
6568,CA-2020-131282,2020-05-02,2020-08-02,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,Central,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,221.12,5,0.712,,Online,,,92
6567,CA-2020-131282,2020-05-02,2020-08-02,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,285.992,4,-426.986,,Cards,,,92
6839,CA-2020-107517,2020-05-02,2020-09-02,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1666.7,5,459.396,,COD,,,123
6840,CA-2020-107517,2020-05-02,2020-09-02,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,2399.2,5,41.76,,Online,,,123
7026,US-2020-101840,2020-06-02,2020-12-02,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,256.46,6,65.9634,,Online,,,183
5973,CA-2020-115105,2020-06-02,2020-11-02,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",256.784,1,30.098,,COD,,,153
2263,CA-2020-122994,2020-06-02,2020-09-02,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",371.97,3,79.1934,,Online,,,92
7027,US-2020-101840,2020-06-02,2020-12-02,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",134.24,4,15.606,,Online,,,183
7641,CA-2020-104885,2020-02-03,2020-08-03,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,East,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,109.04,6,33.3396,,Online,,,182
9252,CA-2020-155712,2020-02-03,2020-08-03,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,128.648,2,33.64,1.0,Online,,,182
2509,CA-2020-163902,2020-02-03,2020-08-03,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,214.776,3,14.7582,,Online,,,182
7640,CA-2020-104885,2020-02-03,2020-08-03,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",460.96,2,101.6508,,Online,,,182
2510,CA-2020-163902,2020-02-03,2020-08-03,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,493.94,6,52.7934,,Online,,,182
1771,CA-2020-146024,2020-02-03,2020-08-03,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,110.222,7,-20.1663,,Online,,,182
9293,CA-2020-124114,2020-02-03,2020-02-03,Same Day,RS-19765,Roland Schwarz,Corporate,United States,Waco,Texas,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,118.556,1,-0.9452,,COD,,,0
1770,CA-2020-146024,2020-02-03,2020-08-03,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,94.976,4,-1.3952,,COD,,,182
7861,CA-2020-152261,2020-02-03,2020-06-03,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Cuyahoga Falls,Ohio,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,93.528,4,-12.352,,Online,,,121
7639,CA-2020-104885,2020-02-03,2020-08-03,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,East,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,156.96,7,27.2412,,Online,,,182
7638,CA-2020-104885,2020-02-03,2020-08-03,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,134.52,3,15.4752,,COD,,,182
1323,CA-2020-121804,2020-03-03,2020-08-03,Standard Class,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,110.8,5,19.656,,COD,,,153
3475,CA-2020-111815,2020-03-03,2020-10-03,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dearborn Heights,Michigan,Central,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,125.98,2,42.9914,,Online,,,214
6577,CA-2020-123085,2020-03-03,2020-08-03,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,185.352,3,-17.0352,1.0,Online,,,153
3474,CA-2020-111815,2020-03-03,2020-10-03,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dearborn Heights,Michigan,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,227.98,1,47.0548,,Online,,,214
8619,CA-2020-117513,2020-03-03,2020-08-03,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",426.672,7,-14.9877,1.0,COD,,,153
6576,CA-2020-123085,2020-03-03,2020-08-03,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,West,TEC-AC-10000990,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,1099.44,8,440.7648,1.0,COD,,,153
3062,CA-2020-127621,2020-03-03,2020-07-03,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Dallas,Texas,Central,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",100.88,8,9.744,,COD,,,122
6447,US-2020-119816,2020-04-03,2020-06-03,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",117.5,5,-77.625,,COD,,,61
5296,CA-2020-142174,2020-04-03,2020-09-03,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,Central,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,134.568,2,32.4684,,Online,,,153
421,CA-2020-110478,2020-04-03,2020-09-03,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,West,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",93.25,1,7.015,,Online,,,153
6448,US-2020-119816,2020-04-03,2020-06-03,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,124.464,1,0.8624,,COD,,,61
6449,US-2020-119816,2020-04-03,2020-06-03,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,123.72,1,0.654,,Online,,,61
420,CA-2020-110478,2020-04-03,2020-09-03,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,West,OFF-AR-10001573,Office Supplies,Art,American Pencil,122.32,4,2.7028,,Online,,,153
4746,CA-2020-168123,2020-05-03,2020-05-03,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,142.96,2,62.7004,,Online,,,0
4745,CA-2020-168123,2020-05-03,2020-05-03,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,265.16,4,57.5016,,Online,,,0
5952,CA-2020-161046,2020-05-03,2020-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,271.36,6,112.4928,,Cards,,,0
5951,CA-2020-161046,2020-05-03,2020-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,291.24,2,78.672,,COD,,,0
5950,CA-2020-161046,2020-05-03,2020-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,339.97,3,125.9874,,COD,,,0
4744,CA-2020-168123,2020-05-03,2020-05-03,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,112.9,2,2.528,,COD,,,0
3813,CA-2020-147753,2020-05-03,2020-05-03,Same Day,PK-19075,Pete Kriz,Consumer,United States,Milwaukee,Wisconsin,Central,OFF-LA-10003537,Office Supplies,Labels,Avery 515,114.06,2,11.7782,,Cards,,,0
4747,CA-2020-168123,2020-05-03,2020-05-03,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,Central,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,148.69,3,9.1581,,COD,,,0
5949,CA-2020-161046,2020-05-03,2020-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,130.68,4,19.6328,,COD,,,0
6515,CA-2020-167640,2020-06-03,2020-10-03,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,253.384,2,23.2182,,Online,,,122
6514,CA-2020-167640,2020-06-03,2020-10-03,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,West,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,327.93,7,140.5957,,Online,,,122
9312,CA-2020-148642,2020-06-03,2020-12-03,Standard Class,DW-13540,Don Weiss,Consumer,United States,Dallas,Texas,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,73.928,2,1.7248,,Online,,,183
6513,CA-2020-167640,2020-06-03,2020-10-03,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,127.52,4,5.6448,,COD,,,122
3735,CA-2020-168193,2020-06-03,2020-11-03,Second Class,RM-19750,Roland Murray,Consumer,United States,New York City,New York,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,132.38,1,12.1348,1.0,Online,,,153
4180,US-2020-119039,2020-06-03,2020-10-03,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,San Francisco,California,West,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,112.976,9,5.4288,,Cards,,,122
6512,CA-2020-167640,2020-06-03,2020-10-03,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,West,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,117.88,6,8.1192,,Cards,,,122
9313,CA-2020-148642,2020-06-03,2020-12-03,Standard Class,DW-13540,Don Weiss,Consumer,United States,Dallas,Texas,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,165.488,4,4.7616,,Online,,,183
3736,CA-2020-168193,2020-06-03,2020-11-03,Second Class,RM-19750,Roland Murray,Consumer,United States,New York City,New York,East,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",153.97,3,16.5531,1.0,Online,,,153
5151,CA-2020-125101,2020-06-03,2020-10-03,Second Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",165.78,2,16.945,,Cards,,,122
4904,CA-2020-110884,2020-07-03,2020-12-03,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",106.59,3,42.1314,,COD,,,153
4903,CA-2020-110884,2020-07-03,2020-12-03,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,133.92,6,9.072,,Online,,,153
1372,CA-2020-136672,2020-07-03,2020-12-03,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Clinton,Maryland,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,134.08,3,4.908,,COD,,,153
360,CA-2020-155698,2020-08-03,2020-11-03,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,669.84,8,168.4384,,Cards,,,92
361,CA-2020-155698,2020-08-03,2020-11-03,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",111.7,2,9.936,,COD,,,92
2402,CA-2020-145877,2020-01-04,2020-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,111.2,6,23.55,,Online,,,91
6008,CA-2020-129028,2020-01-04,2020-03-04,First Class,GB-14530,George Bell,Corporate,United States,Florence,South Carolina,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",158.95,3,21.7515,,COD,,,60
2618,CA-2020-147942,2020-01-04,2020-05-04,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,166.68,13,38.025,,Online,,,121
5491,CA-2020-134495,2020-01-04,2020-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",234.352,3,-19.1058,,COD,,,91
4218,CA-2020-149881,2020-01-04,2020-03-04,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,West,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",527.664,8,85.176,,Cards,,,60
4219,CA-2020-149881,2020-01-04,2020-03-04,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,West,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4823.984,2,359.9988,,Cards,,,60
5489,CA-2020-134495,2020-01-04,2020-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,116.264,3,2.0358,,COD,,,91
5488,CA-2020-134495,2020-01-04,2020-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,111.976,3,-5.6943,,COD,,,91
2617,CA-2020-147942,2020-01-04,2020-05-04,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,105.78,2,2.7166,,COD,,,121
4329,CA-2020-118360,2020-01-04,2020-07-04,Standard Class,JC-15775,John Castell,Consumer,United States,New York City,New York,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",117.93,9,19.3185,,Cards,,,182
2403,CA-2020-145877,2020-01-04,2020-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,118.4,5,13.348,,Cards,,,91
5490,CA-2020-134495,2020-01-04,2020-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,148.808,3,1.8207,,Online,,,91
3050,CA-2020-121419,2020-02-04,2020-04-04,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,South,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,404.0,4,129.6,,COD,,,60
3049,CA-2020-121419,2020-02-04,2020-04-04,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,439.8,2,70.006,,Online,,,60
9670,CA-2020-145275,2020-02-04,2020-06-04,Standard Class,AH-10465,Amy Hunt,Consumer,United States,Decatur,Alabama,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,90.94,3,6.8724,,Online,,,121
5642,CA-2020-106355,2020-02-04,2020-05-04,First Class,AT-10435,Alyssa Tate,Home Office,United States,Meriden,Connecticut,East,OFF-AR-10000246,Office Supplies,Art,Newell 318,108.12,4,2.8912,,COD,,,90
1337,US-2020-123281,2020-02-04,2020-07-04,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,147.11,3,6.5286,,Online,,,151
3725,CA-2020-127264,2020-03-04,2020-05-04,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,80.056,3,2.205,,Cards,,,61
953,CA-2020-131156,2020-03-04,2020-07-04,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,112.472,4,7.6416,,COD,,,122
6368,CA-2020-144848,2020-04-04,2020-05-04,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,145.02,2,33.3256,,Cards,,,30
6367,CA-2020-144848,2020-04-04,2020-05-04,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,254.37,1,7.2111,,COD,,,30
6190,CA-2020-157903,2020-04-04,2020-08-04,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Des Plaines,Illinois,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,400.84,4,47.98,,Online,,,122
